Date,FERU (%)
2024-07-01,4.309057471896691
2024-08-01,4.323119454040075
2024-09-01,4.306609941135145
2024-10-01,4.17816228887088
2024-11-01,4.3753319607096985
2024-12-01,4.412119791878968
2025-01-01,4.199815999626182
2025-02-01,4.3428805954657195
2025-03-01,4.266810005291919
2025-04-01,4.1972594051649565
2025-05-01,4.289246771568538
